Plan_Tarihi;Hat_Kodu;Hat_Adi;Is_Emri_Sira;Urun_Kodu;Urun_Adi;Malzeme_Kodu;Izolasyon_Cinsi;Zorluk_Derecesi;Planlanan_Bobin;Planlanan_Metraj;Bobin_Metraj;Operator_Kodu;Tahmini_Sure_Saat;Bakim_Gunu;Kapasite_Kullanim
29.08.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;54;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;29;2900;100;OPR-1004;Oca.96;False;98.2
29.08.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;55;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;5;500;100;OPR-1004;0.83;False;99.4
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;56;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;50;15000;300;OPR-2001;2.Haz;False;9.Haz
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;57;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;17;3400;200;OPR-2001;1.Mar;False;11.A�u
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;58;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;29;2900;100;OPR-2001;0.62;False;13.Tem
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;59;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;55;16775;305;OPR-2001;2.May;False;24.Nis
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;60;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;25;2500;100;OPR-2001;0.66;False;26.0
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;61;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;39;7800;200;OPR-2001;1.Haz;False;31.0
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;62;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;58;17690;305;OPR-2001;�ub.62;False;42.3
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;63;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;22;2200;100;OPR-2001;0.63;False;43.8
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;64;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;19;5795;305;OPR-2001;Oca.15;False;47.5
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;65;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;59;17700;300;OPR-2001;�ub.38;False;58.8
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;66;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;24;2400;100;OPR-2001;0.65;False;60.4
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;67;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;7;700;100;OPR-2001;0.36;False;60.8
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;68;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;55;11000;200;OPR-2001;2.0;False;67.9
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;69;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;52;10400;200;OPR-2001;Oca.93;False;74.5
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;70;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;37;3700;100;OPR-2001;0.72;False;76.9
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;71;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;50;5000;100;OPR-2001;0.87;False;80.1
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;72;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;33;8250;250;OPR-2001;Oca.36;False;85.4
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;73;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;37;9250;250;OPR-2001;Oca.48;False;91.3
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;74;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;37;11100;300;OPR-2001;1.Haz;False;98.4
29.08.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;75;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;18;1800;100;OPR-2001;0.49;False;99.6
29.08.2025;XTR-2001;Özel Üretim Extruder Hattı Epsilon;76;KBL-702;Fiber Optik MM 24C Data Center;FO-SM-9;LSZH;9;21;16800;800;OPR-2001;Eyl.54;False;31.Oca
29.08.2025;XTR-2001;Özel Üretim Extruder Hattı Epsilon;77;KBL-702;Fiber Optik MM 24C Data Center;FO-SM-9;LSZH;9;28;22400;800;OPR-2001;Ara.41;False;72.6
29.08.2025;XTR-2001;Özel Üretim Extruder Hattı Epsilon;78;KBL-702;Fiber Optik MM 24C Data Center;FO-SM-9;LSZH;9;9;7200;800;OPR-2001;Nis.61;False;85.9
29.08.2025;XTR-2001;Özel Üretim Extruder Hattı Epsilon;79;KBL-702;Fiber Optik MM 24C Data Center;FO-SM-9;LSZH;9;5;4000;800;OPR-2001;�ub.97;False;93.3
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;80;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;49;9800;200;OPR-2005;�ub.51;False;9.Oca
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;81;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;35;7000;200;OPR-2005;2.Mar;False;15.Haz
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;82;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;44;4400;100;OPR-2005;Oca.79;False;19.Haz
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;83;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;33;4950;150;OPR-2005;Oca.68;False;24.�ub
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;84;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;11;1100;100;OPR-2005;0.96;False;25.�ub
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;85;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;46;9200;200;OPR-2005;�ub.53;False;33.8
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;86;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;20;4000;200;OPR-2005;Oca.24;False;37.5
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;87;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;12;1200;100;OPR-2005;0.98;False;38.6
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;88;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;39;5850;150;OPR-2005;Oca.89;False;44.0
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;89;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;37;5550;150;OPR-2005;Oca.82;False;49.1
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;90;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;47;4700;100;OPR-2005;Oca.87;False;53.5
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;91;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;60;12000;200;OPR-2005;�ub.99;False;64.6
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;92;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;52;5200;100;OPR-2005;Oca.99;False;69.4
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;93;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;56;8400;150;OPR-2005;�ub.49;False;77.2
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;94;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;41;4100;100;OPR-2005;Oca.72;False;81.0
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;95;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;32;3200;100;OPR-2005;Oca.49;False;83.9
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;96;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;38;3800;100;OPR-2005;Oca.64;False;87.5
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;97;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;54;5400;100;OPR-2005;2.Nis;False;92.5
29.08.2025;XTR-2002;Standart Extruder Hattı Zeta;98;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;53;7950;150;OPR-2005;�ub.39;False;99.8
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;99;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;8;480;60;OPR-2005;1.Kas;False;1.0
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;100;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;25;2000;80;OPR-2005;Oca.99;False;5.Oca
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;101;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;42;3360;80;OPR-2005;�ub.88;False;12.0
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;102;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;13;780;60;OPR-2005;Oca.33;False;13.Haz
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;103;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;11;880;80;OPR-2005;Oca.26;False;15.Nis
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;104;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;58;4640;80;OPR-2005;Mar.71;False;25.0
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;105;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;48;3840;80;OPR-2005;Mar.19;False;32.9
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;106;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;21;2100;100;OPR-2005;Oca.85;False;37.2
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;107;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;19;1520;80;OPR-2005;Oca.67;False;40.3
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;108;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;56;5600;100;OPR-2005;Mar.93;False;51.9
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;109;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;60;6000;100;OPR-2005;Nis.17;False;64.2
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;110;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;43;2580;60;OPR-2005;�ub.63;False;69.5
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;111;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;52;3120;60;OPR-2005;3.�ub;False;75.9
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;112;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;50;4000;80;OPR-2005;Mar.29;False;84.2
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;113;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;16;1280;80;OPR-2005;Oca.52;False;86.8
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;114;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;13;1040;80;OPR-2005;Oca.36;False;88.9
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;115;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;40;4000;100;OPR-2005;�ub.98;False;97.2
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;116;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;12;720;60;OPR-2005;Oca.28;False;98.6
29.08.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;117;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;8;480;60;OPR-2005;1.Kas;False;99.6
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;118;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;20;4000;200;OPR-2001;Oca.21;False;3.0
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;119;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;41;6150;150;OPR-2001;Oca.44;False;7.Tem
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;120;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;14;1400;100;OPR-2001;0.56;False;8.A�u
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;121;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;46;4600;100;OPR-2001;1.�ub;False;12.�ub
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;122;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;36;7200;200;OPR-2001;Oca.71;False;17.Tem
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;123;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;30;3000;100;OPR-2001;0.7;False;20.0
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;124;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;41;8200;200;OPR-2001;Oca.64;False;26.�ub
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;125;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;16;2400;150;OPR-2001;0.88;False;28.0
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;126;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;60;12000;200;OPR-2001;�ub.44;False;37.1
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;127;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;8;1600;200;OPR-2001;0.85;False;38.3
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;128;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;40;6000;150;OPR-2001;Oca.32;False;42.8
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;129;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;15;2250;150;OPR-2001;0.86;False;44.5
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;130;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;12;2400;200;OPR-2001;0.79;False;46.4
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;131;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;57;5700;100;OPR-2001;1.A�u;False;50.7
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;132;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;5;500;100;OPR-2001;0.43;False;51.1
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;133;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;19;3800;200;OPR-2001;1.0;False;53.9
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;134;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;5;1000;200;OPR-2001;0.59;False;54.7
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;135;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;9;900;100;OPR-2001;0.41;False;55.4
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;136;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;29;5800;200;OPR-2001;Oca.49;False;59.8
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;137;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;32;9760;305;OPR-2001;Oca.87;False;67.2
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;138;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;12;3000;250;OPR-2001;0.79;False;69.4
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;139;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;6;600;100;OPR-2001;0.36;False;69.9
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;140;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;58;11600;200;OPR-2001;�ub.38;False;78.7
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;141;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;47;7050;150;OPR-2001;Oca.48;False;84.0
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;142;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;56;11200;200;OPR-2001;�ub.32;False;92.5
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;143;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;27;8235;305;OPR-2001;Oca.65;False;98.7
29.08.2025;XTR-2004;Kombine Extruder Hattı Theta;144;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;5;1250;250;OPR-2001;0.54;False;99.7
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;145;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;10;1000;100;OPR-2004;Oca.27;False;3.May
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;146;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;17;1360;80;OPR-2004;Oca.69;False;8.�ub
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;147;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;29;2320;80;OPR-2004;2.Nis;False;16.�ub
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;148;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;23;1380;60;OPR-2004;Oca.91;False;21.0
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;149;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;51;3060;60;OPR-2004;Mar.31;False;31.Tem
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;150;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;40;2400;60;OPR-2004;�ub.76;False;40.0
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;151;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;25;2000;80;OPR-2004;�ub.16;False;46.9
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;152;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;20;2000;100;OPR-2004;Oca.93;False;53.9
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;153;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;10;1000;100;OPR-2004;Oca.27;False;57.4
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;154;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;37;3700;100;OPR-2004;3.Tem;False;70.2
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;155;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;55;3300;60;OPR-2004;Mar.51;False;81.7
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;156;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;22;1760;80;OPR-2004;Oca.98;False;87.8
29.08.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;157;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;40;3200;80;OPR-2004;3.May;False;98.9
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;1;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;17;1700;100;OPR-1003;0.65;True;1.Nis
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;2;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;24;7200;300;OPR-1003;Oca.49;True;7.Mar
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;3;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;60;15000;250;OPR-1003;�ub.94;True;19.May
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;4;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;25;7625;305;OPR-1003;Oca.78;True;25.A�u
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;5;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;55;8250;150;OPR-1003;1.Eyl;True;32.5
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;6;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;7;700;100;OPR-1003;0.4;True;33.1
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;7;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;17;1700;100;OPR-1003;0.56;True;34.5
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;8;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;54;8100;150;OPR-1003;Oca.87;True;41.1
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;9;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;34;3400;100;OPR-1003;0.85;True;43.9
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;10;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;16;4000;250;OPR-1003;1.May;True;47.1
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;11;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;28;2800;100;OPR-1003;0.75;True;49.4
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;12;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;26;7800;300;OPR-1003;Oca.59;True;55.8
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;13;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;42;6300;150;OPR-1003;Oca.55;True;60.9
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;14;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;33;8250;250;OPR-1003;Oca.78;True;67.7
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;15;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;26;2600;100;OPR-1003;0.72;True;69.8
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;16;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;49;4900;100;OPR-1003;1.Oca;True;73.8
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;17;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;32;3200;100;OPR-1003;0.82;True;76.4
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;18;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;47;11750;250;OPR-1003;�ub.38;True;86.0
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;19;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;32;8000;250;OPR-1003;Oca.73;True;92.5
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;20;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;7;2100;300;OPR-1003;0.63;True;94.3
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;21;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;5;500;100;OPR-1003;0.36;True;94.7
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;22;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;30;4500;150;OPR-1003;Oca.23;True;98.3
30.08.2025;XTR-1001;Mikro Extruder Hattı Alfa;23;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;6;1800;300;OPR-1003;0.58;True;99.8
30.08.2025;XTR-1002;Standart Extruder Hattı Beta;24;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;50;10000;200;OPR-1002;�ub.55;True;12.Mar
30.08.2025;XTR-1002;Standart Extruder Hattı Beta;25;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;23;3450;150;OPR-1002;Oca.27;True;16.May
30.08.2025;XTR-1002;Standart Extruder Hattı Beta;26;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;56;11200;200;OPR-1002;�ub.81;True;30.2
30.08.2025;XTR-1002;Standart Extruder Hattı Beta;27;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;39;5850;150;OPR-1002;1.A�u;True;37.4
30.08.2025;XTR-1002;Standart Extruder Hattı Beta;28;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;11;2200;200;OPR-1002;0.81;True;40.1
